card_subject_id	total_read_hits	R1_read_hits	R2_read_hits	mean_percent_identity	maximum_alignment_length	minimum_evalue	maximum_bitscore
gb|BAD58386.1|ARO:3007210|Nfar_rox	1	1	0	80.0000	25	2.62e-06	39.3000
gb|CAA11473.1|ARO:3002678|Paer_catB6	1	0	1	86.4000	22	5.43e-09	46.6000
gb|CAA25854.1|ARO:3002659|APH(6)-Ic	1	1	0	80.0000	50	1.57e-25	91.3000
gb|CAB12108.2|ARO:3003059|tmrB	1	0	1	80.0000	20	8.81e-07	40.4000
gb|CAD09250.1|ARO:3003382|Sent_soxR_MULT	1	0	1	90.0000	50	3.38e-27	92.8000
gb|CAD56147.1|ARO:3007108|nimF	1	1	0	80.0000	25	8.13e-10	48.1000
gb|CAE18141.1|ARO:3003111|lsaB	1	0	1	84.0000	50	7.5e-24	89.0000
gb|CCI79240.1|ARO:3005047|eptB	1	0	1	91.8000	49	2.37e-27	99.0000
gb|CDF47262.1|ARO:3004649|cfr(B)	1	1	0	80.4000	46	2.41e-22	84.0000
gb|CDO13836.1|ARO:3005044|OmpA	1	1	0	86.0000	50	1.64e-27	98.2000
gb|CWV56762.1|ARO:3000198|FosX	1	1	0	89.5000	19	3.82e-07	40.8000
gb|EEX02086.1|ARO:3004089|ANT(3'')-IIa	1	1	0	88.0000	50	3.18e-28	98.2000
gb|NP_214705.1|ARO:3004981|Mtub_Rv0191_PZA	1	0	1	81.6000	49	1.19e-20	79.7000
gb|NP_215783.1|ARO:3003455|Mtub_embR_EMB	1	0	1	82.0000	50	2.27e-21	81.6000
gb|NP_217599.1|ARO:3004928|Mtub_mymA_INH	1	0	1	80.9000	47	3.16e-22	84.3000
gb|OPG86592.1|ARO:3004626|Erm(49)	1	0	1	87.8000	49	2.69e-25	91.3000
gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM	1	0	1	90.0000	50	3.06e-13	58.9000
gb|QQA64075.1|ARO:3007043|msr(I)	1	1	0	83.3000	24	7.77e-07	40.8000
gb|QWJ89343.1|ARO:3008734|OXA-957	1	0	1	82.6000	23	5.53e-07	41.2000
gb|QWW12915.1|ARO:3007203|Kpne_PhoQ_CST	1	1	0	85.4000	48	4.73e-23	86.7000
gb|QYJ63007.1|ARO:3007837|CARB-58	1	0	1	90.5000	21	8.53e-08	43.5000
gb|SOX29786.1|ARO:3004730|tva(A)	1	0	1	80.0000	25	7.77e-07	40.8000
gb|UFK32672.1|ARO:3008237|KPC-107	1	1	0	81.5000	27	3.26e-11	53.1000
gb|UIY90578.1|ARO:3008242|KPC-112	1	0	1	100.0000	50	2.43e-29	101.0000
gb|UKC75979.1|ARO:3008475|OXA-1057	1	1	0	86.0000	50	6.36e-27	94.7000
gb|UWS41116.1|ARO:3007483|RAD-1	1	1	0	80.0000	50	4.92e-26	92.4000
gb|WP_011094382.1|ARO:3006903|CAR-1	1	1	0	83.3000	18	1.9e-06	39.7000
gb|WP_043155783.1|ARO:3006477|MOX-12	1	0	1	81.8000	33	3.22e-14	61.6000
gb|WP_045286607.1|ARO:3006245|ACT-50	1	1	0	100.0000	24	9.5e-09	46.2000
gb|WP_045295573.1|ARO:3006855|CMH-3	1	1	0	100.0000	46	4.31e-23	86.3000
gb|WP_050861789.1|ARO:3006259|ACT-64	1	0	1	98.0000	50	3.18e-31	108.0000
gb|WP_063864599.1|ARO:3006973|PME-1	1	1	0	80.0000	50	1.26e-20	79.0000
gb|WP_071846200.1|ARO:3005350|DfrB9	1	0	1	80.4000	46	2.93e-24	83.2000
gb|WP_081048762.1|ARO:3006954|MYO-1	1	1	0	89.5000	19	1.43e-06	40.0000
gb|WP_102607462.1|ARO:3005324|OXA-570	1	0	1	80.0000	50	6.6e-25	89.7000
gb|WP_104531864.1|ARO:3005558|BUT-2	1	0	1	84.2000	19	1.45e-06	40.0000
gb|WP_223106954.1|ARO:3007533|MCR-4.7	1	1	0	81.4000	43	1.45e-20	79.7000
gb|XGB73469.1|ARO:3008972|PDC-625	1	0	1	81.8000	22	4.13e-07	41.6000
