seq_name	chromosome_score	plasmid_score	virus_score
k141_297874	0.8163	0.1477	0.0360
k141_158828	0.6022	0.2236	0.1742
k141_251455	0.5893	0.2760	0.1347
k141_343207	0.3989	0.5080	0.0931
k141_158831	0.7066	0.2748	0.0186
k141_19426	0.3468	0.4500	0.2032
k141_297877	0.9658	0.0254	0.0088
k141_111069	0.3606	0.5618	0.0776
k141_251461	0.9520	0.0326	0.0154
k141_343208	0.0118	0.0171	0.9711
k141_158833	0.5610	0.4013	0.0377
k141_343210	0.2948	0.5194	0.1858
k141_19437	0.6055	0.2286	0.1659
k141_158835	0.0767	0.6793	0.2440
k141_204923	0.0131	0.0280	0.9589
k141_65195	0.1313	0.6994	0.1693
k141_343218	0.3510	0.5618	0.0872
k141_204929	0.0110	0.9698	0.0192
k141_204930	0.9763	0.0167	0.0070
k141_111080	0.9630	0.0271	0.0099
k141_297891	0.0765	0.9131	0.0105
k141_343222	0.7775	0.1474	0.0751
k141_158847	0.8842	0.0798	0.0360
k141_343223	0.3615	0.3272	0.3112
k141_204935	0.0214	0.0422	0.9364
k141_19452	0.5532	0.3446	0.1022
k141_65203	0.7357	0.1712	0.0932
k141_111085	0.4307	0.3622	0.2072
k141_158850	0.0074	0.9867	0.0059
k141_251485	0.1612	0.1953	0.6435
k141_204938	0.9480	0.0393	0.0127
k141_19458	0.1297	0.2250	0.6454
k141_297904	0.5987	0.2429	0.1584
k141_251488	0.4151	0.3477	0.2371
k141_343231	0.9040	0.0810	0.0150
k141_19459	0.0115	0.0177	0.9708
k141_111095	0.3849	0.3292	0.2860
k141_65215	0.5087	0.4156	0.0756
k141_251494	0.7924	0.1470	0.0607
k141_158864	0.8271	0.1002	0.0727
k141_65216	0.4461	0.4333	0.1206
k141_111104	0.2592	0.2402	0.5006
k141_204955	0.8697	0.0751	0.0552
k141_297910	0.9603	0.0281	0.0117
k141_204958	0.2174	0.6767	0.1059
k141_158870	0.3163	0.5907	0.0930
k141_65219	0.2965	0.5192	0.1843
k141_19473	0.9629	0.0281	0.0091
k141_158873	0.5382	0.1688	0.2929
k141_111107	0.4266	0.5277	0.0457
k141_19474	0.1653	0.7425	0.0922
k141_343250	0.2728	0.6148	0.1124
k141_19475	0.1872	0.5477	0.2652
k141_297923	0.4859	0.4476	0.0666
k141_158877	0.8165	0.0922	0.0913
k141_204965	0.7938	0.1699	0.0363
k141_19477	0.4493	0.4601	0.0907
k141_251506	0.9364	0.0467	0.0169
k141_158879	0.3857	0.2018	0.4126
k141_343256	0.4590	0.4335	0.1075
k141_19481	0.2628	0.4474	0.2899
k141_251508	0.7604	0.2254	0.0142
k141_65244	0.9502	0.0364	0.0134
k141_343260	0.7660	0.1878	0.0462
k141_251513	0.5683	0.3903	0.0414
k141_343261	0.0122	0.0787	0.9091
k141_65249	0.4474	0.4535	0.0991
k141_297944	0.8941	0.0779	0.0281
k141_158894	0.1108	0.6998	0.1894
k141_204979	0.7007	0.2257	0.0736
k141_251516	0.9071	0.0735	0.0195
k141_343265	0.8485	0.1206	0.0308
k141_158897	0.1910	0.3023	0.5067
k141_111137	0.6588	0.2621	0.0791
k141_297947	0.9090	0.0630	0.0280
k141_158902	0.6613	0.2831	0.0556
k141_111139	0.7946	0.1790	0.0264
k141_343273	0.0407	0.8102	0.1491
k141_19482	0.9665	0.0238	0.0097
k141_65251	0.1953	0.2571	0.5476
k141_297957	0.8904	0.0833	0.0264
k141_343276	0.7070	0.2425	0.0505
k141_111145	0.9518	0.0327	0.0155
k141_297960	0.2691	0.4317	0.2992
k141_251531	0.0534	0.0498	0.8967
k141_158904	0.5508	0.1779	0.2713
k141_111146	0.7555	0.1288	0.1157
k141_343277	0.2127	0.6516	0.1357
k141_158905	0.4114	0.3325	0.2562
k141_251538	0.7845	0.1137	0.1018
k141_205008	0.0110	0.0289	0.9601
k141_297966	0.5606	0.3471	0.0923
k141_251539	0.2326	0.3546	0.4128
k141_65266	0.0316	0.3345	0.6339
k141_111153	0.8430	0.1063	0.0507
k141_65267	0.4197	0.2534	0.3269
k141_251542	0.4002	0.4184	0.1814
k141_343283	0.7804	0.1130	0.1066
k141_158913	0.3146	0.1990	0.4864
k141_205014	0.7820	0.1387	0.0793
k141_19503	0.8192	0.1314	0.0494
k141_343286	0.8659	0.1050	0.0291
k141_205015	0.3258	0.3575	0.3167
k141_297978	0.0655	0.1081	0.8265
k141_19504	0.1009	0.8403	0.0589
k141_111154	0.9254	0.0572	0.0174
k141_158923	0.6896	0.1364	0.1739
k141_343293	0.8622	0.1091	0.0286
k141_251550	0.4855	0.3481	0.1664
k141_158924	0.7675	0.1968	0.0357
k141_111157	0.5283	0.2310	0.2408
k141_65285	0.2598	0.4403	0.2999
k141_297988	0.4514	0.4807	0.0680
k141_343295	0.0106	0.0163	0.9731
k141_205023	0.9842	0.0115	0.0043
k141_251552	0.7973	0.1422	0.0605
k141_19507	0.0959	0.7202	0.1840
k141_205026	0.0102	0.0472	0.9425
k141_343301	0.4229	0.5139	0.0631
k141_251553	0.8748	0.0861	0.0390
k141_205027	0.1601	0.1838	0.6561
k141_343302	0.2851	0.4256	0.2894
k141_251557	0.3653	0.5055	0.1293
k141_158944	0.9195	0.0624	0.0181
k141_343304	0.0570	0.4872	0.4558
k141_205030	0.2286	0.2077	0.5637
k141_19511	0.8454	0.1217	0.0329
k141_251559	0.3450	0.5209	0.1341
k141_111166	0.2703	0.6544	0.0752
k141_205032	0.5323	0.2003	0.2674
k141_343305	0.6757	0.2760	0.0483
k141_251561	0.3408	0.4593	0.2000
k141_158946	0.0116	0.0287	0.9597
k141_65304	0.5798	0.2664	0.1538
k141_19517	0.0228	0.0304	0.9467
k141_298016	0.9419	0.0352	0.0228
k141_343308	0.7880	0.1349	0.0770
k141_298017	0.4927	0.4656	0.0418
k141_158948	0.8055	0.1250	0.0695
k141_251562	0.7052	0.2475	0.0474
k141_343310	0.9059	0.0653	0.0288
k141_19519	0.9560	0.0344	0.0096
k141_251563	0.6355	0.1643	0.2003
k141_158951	0.8928	0.0838	0.0234
k141_251566	0.0452	0.6466	0.3082
k141_65315	0.0125	0.0162	0.9712
k141_19526	0.7091	0.1881	0.1027
k141_111181	0.1954	0.4351	0.3695
k141_298026	0.5242	0.3482	0.1276
k141_19527	0.8621	0.0886	0.0492
k141_205044	0.2557	0.6533	0.0910
k141_251572	0.8632	0.1041	0.0327
k141_343324	0.6211	0.1908	0.1881
k141_298033	0.0119	0.0199	0.9682
k141_111182	0.5351	0.3196	0.1453
k141_19531	0.7397	0.1098	0.1506
k141_205048	0.2641	0.5497	0.1862
k141_251573	0.4170	0.5031	0.0799
k141_111183	0.7604	0.1907	0.0489
k141_298036	0.5661	0.2179	0.2160
k141_19533	0.0960	0.1539	0.7501
k141_65328	0.7751	0.1646	0.0603
k141_343330	0.0288	0.0811	0.8900
k141_19534	0.8521	0.1139	0.0340
k141_158952	0.8936	0.0835	0.0229
k141_343334	0.5078	0.3586	0.1336
k141_251579	0.7807	0.1632	0.0561
k141_19536	0.3618	0.0989	0.5393
k141_343337	0.1334	0.1216	0.7450
k141_65333	0.2928	0.6414	0.0659
k141_205056	0.5192	0.4159	0.0648
k141_251585	0.6077	0.2422	0.1501
k141_158960	0.9241	0.0514	0.0245
k141_205058	0.7286	0.2066	0.0647
k141_65340	0.3092	0.5655	0.1253
k141_298060	0.5806	0.2513	0.1681
k141_205060	0.9045	0.0665	0.0290
k141_19538	0.0016	0.9930	0.0054
k141_19540	0.0169	0.0273	0.9557
k141_65343	0.6529	0.1594	0.1877
k141_158967	0.7437	0.2082	0.0481
k141_343350	0.7518	0.2008	0.0474
k141_19542	0.5259	0.2727	0.2014
k141_205066	0.2618	0.2003	0.5379
k141_158969	0.7526	0.1742	0.0732
k141_158970	0.8541	0.1299	0.0160
k141_111190	0.9782	0.0152	0.0066
k141_158971	0.3609	0.4414	0.1978
k141_298074	0.6207	0.3070	0.0724
k141_343352	0.3042	0.1733	0.5226
k141_111194	0.1643	0.4913	0.3444
k141_251610	0.7065	0.1149	0.1786
k141_19554	0.7433	0.1764	0.0803
k141_111196	0.8931	0.0825	0.0244
k141_205068	0.8985	0.0755	0.0260
k141_298080	0.9339	0.0565	0.0096
k141_65352	0.8529	0.1170	0.0302
k141_158982	0.1637	0.2963	0.5400
k141_111198	0.8312	0.1342	0.0346
k141_298086	0.1468	0.1176	0.7355
k141_158986	0.3698	0.2808	0.3494
k141_111200	0.6773	0.2994	0.0234
k141_251616	0.2475	0.5875	0.1649
k141_205076	0.6638	0.2043	0.1318
k141_343365	0.6476	0.2984	0.0540
k141_158988	0.0176	0.9484	0.0340
k141_298092	0.6129	0.3254	0.0617
k141_111204	0.0981	0.0413	0.8605
k141_205077	0.9343	0.0491	0.0166
k141_65364	0.2044	0.1281	0.6676
k141_251621	0.8959	0.0902	0.0138
k141_158993	0.2115	0.4476	0.3410
k141_205080	0.0093	0.0135	0.9772
k141_251622	0.0350	0.8774	0.0876
k141_298094	0.0228	0.0416	0.9356
k141_19574	0.5756	0.2540	0.1704
k141_343378	0.5551	0.2162	0.2287
k141_19575	0.1619	0.1550	0.6831
k141_343379	0.4876	0.3708	0.1416
k141_19577	0.9469	0.0375	0.0156
k141_251628	0.3453	0.3915	0.2632
k141_65369	0.5645	0.3892	0.0463
k141_298095	0.0154	0.0639	0.9207
k141_205081	0.0442	0.8679	0.0879
k141_205083	0.5441	0.3331	0.1228
k141_298099	0.6459	0.2558	0.0982
k141_111227	0.3239	0.3803	0.2958
k141_159018	0.0199	0.0485	0.9317
k141_343387	0.6642	0.1560	0.1797
k141_65375	0.0209	0.8990	0.0801
k141_19588	0.1980	0.6801	0.1219
k141_205093	0.4663	0.3439	0.1898
k141_251641	0.9029	0.0713	0.0258
k141_111232	0.1048	0.0367	0.8584
k141_343392	0.1659	0.2194	0.6147
k141_65377	0.1332	0.1488	0.7180
k141_251642	0.2782	0.5112	0.2106
k141_205095	0.5570	0.0652	0.3778
k141_343395	0.2814	0.2191	0.4995
k141_159029	0.5103	0.2037	0.2860
k141_111234	0.8467	0.1173	0.0360
k141_343397	0.9361	0.0465	0.0174
k141_205100	0.2193	0.2576	0.5231
k141_111235	0.5050	0.4367	0.0583
k141_159033	0.2066	0.7248	0.0686
k141_19599	0.6540	0.1887	0.1574
k141_205104	0.9617	0.0275	0.0107
k141_111236	0.2185	0.3804	0.4011
k141_251651	0.1354	0.6759	0.1887
k141_343400	0.6713	0.1985	0.1302
k141_298126	0.8747	0.0927	0.0326
k141_298127	0.2464	0.3667	0.3869
k141_298128	0.6222	0.1952	0.1826
k141_205110	0.8455	0.0833	0.0713
k141_343406	0.4047	0.4275	0.1678
k141_65388	0.8803	0.0808	0.0389
k141_298130	0.5130	0.4145	0.0725
k141_159044	0.0360	0.0326	0.9314
k141_19610	0.3636	0.3320	0.3044
k141_251664	0.4881	0.3219	0.1901
k141_205112	0.1554	0.5701	0.2745
k141_111247	0.8406	0.1263	0.0331
k141_65389	0.5329	0.3955	0.0716
k141_298131	0.6062	0.2295	0.1644
k141_251666	0.3717	0.5045	0.1237
k141_111249	0.9447	0.0412	0.0142
k141_205120	0.0603	0.8387	0.1010
k141_251670	0.3904	0.4974	0.1123
k141_298140	0.3939	0.4829	0.1232
k141_251671	0.5728	0.1808	0.2464
k141_19612	0.9477	0.0356	0.0166
k141_298146	0.9024	0.0679	0.0297
k141_19613	0.3667	0.5091	0.1241
k141_343412	0.9551	0.0332	0.0116
k141_19614	0.5095	0.3934	0.0971
k141_298150	0.1651	0.6747	0.1602
k141_298152	0.0382	0.0777	0.8841
k141_205144	0.3433	0.4821	0.1746
k141_111269	0.0370	0.8566	0.1064
k141_343418	0.0473	0.8649	0.0878
k141_298155	0.3085	0.2462	0.4452
k141_205146	0.9499	0.0386	0.0114
k141_19621	0.5929	0.3619	0.0453
k141_65417	0.4904	0.4173	0.0923
k141_111271	0.6358	0.2851	0.0792
k141_251672	0.8832	0.0962	0.0207
k141_205147	0.1644	0.3265	0.5091
k141_298158	0.1341	0.1997	0.6662
k141_343420	0.7566	0.1466	0.0968
k141_251673	0.3810	0.5167	0.1024
k141_65423	0.2711	0.5386	0.1903
k141_205149	0.2763	0.5463	0.1774
k141_111278	0.2320	0.5235	0.2445
k141_65426	0.3498	0.3407	0.3094
k141_298165	0.1703	0.1814	0.6483
k141_111279	0.3115	0.4914	0.1970
k141_251682	0.0356	0.1258	0.8386
k141_205153	0.3840	0.4987	0.1173
k141_19632	0.6625	0.2934	0.0441
k141_111282	0.1825	0.5741	0.2434
k141_298167	0.8357	0.1069	0.0574
k141_159105	0.7329	0.1673	0.0998
k141_251688	0.5871	0.2206	0.1923
k141_298169	0.2142	0.6032	0.1826
k141_205161	0.0183	0.0554	0.9262
k141_343421	0.0071	0.0150	0.9779
k141_251696	0.3727	0.4463	0.1810
k141_65436	0.0065	0.0119	0.9816
k141_205166	0.4316	0.4227	0.1457
k141_298174	0.9051	0.0706	0.0243
k141_251698	0.9475	0.0409	0.0116
k141_111290	0.0390	0.9509	0.0101
k141_19647	0.6744	0.1944	0.1312
k141_159114	0.9284	0.0512	0.0204
k141_251703	0.0142	0.0186	0.9671
k141_159120	0.0069	0.0108	0.9823
k141_205182	0.0584	0.0416	0.9000
k141_65437	0.9538	0.0336	0.0126
k141_343423	0.8790	0.0925	0.0286
k141_111296	0.4688	0.4737	0.0575
k141_159123	0.0094	0.0135	0.9771
k141_298189	0.5576	0.2368	0.2056
k141_19654	0.8699	0.1017	0.0284
k141_205183	0.6794	0.1837	0.1369
k141_111298	0.7528	0.1510	0.0962
k141_159130	0.5757	0.2851	0.1392
k141_205184	0.6508	0.1279	0.2213
k141_65438	0.2456	0.5686	0.1858
k141_251705	0.8777	0.0945	0.0278
k141_298194	0.9121	0.0649	0.0231
k141_111301	0.9475	0.0313	0.0212
k141_343433	0.0080	0.0291	0.9629
k141_159136	0.0392	0.0388	0.9220
k141_19671	0.7443	0.1533	0.1024
k141_251711	0.5989	0.2588	0.1423
k141_298195	0.7053	0.2240	0.0706
k141_65445	0.9196	0.0599	0.0205
k141_343438	0.7523	0.1314	0.1163
k141_159142	0.0148	0.0222	0.9630
k141_111314	0.6431	0.1886	0.1684
k141_343440	0.1693	0.1363	0.6944
k141_65451	0.7491	0.1558	0.0951
k141_251726	0.7952	0.1438	0.0610
k141_298202	0.7590	0.1468	0.0942
k141_65455	0.0185	0.1127	0.8688
k141_343446	0.3890	0.3773	0.2337
k141_205208	0.2042	0.6636	0.1322
k141_159157	0.8683	0.0886	0.0431
k141_251729	0.5648	0.3908	0.0443
k141_65458	0.5045	0.2919	0.2036
k141_19691	0.4187	0.3545	0.2268
k141_251732	0.2099	0.3345	0.4556
k141_159162	0.1770	0.3258	0.4972
k141_65461	0.2819	0.4785	0.2396
k141_19692	0.9287	0.0472	0.0241
k141_205221	0.2487	0.2162	0.5350
k141_111327	0.7481	0.1762	0.0757
k141_298213	0.0254	0.0470	0.9276
k141_159163	0.8322	0.0953	0.0726
k141_205222	0.9602	0.0312	0.0086
k141_343458	0.0028	0.9918	0.0054
k141_111332	0.6999	0.2281	0.0720
k141_159167	0.7915	0.1599	0.0485
k141_111336	0.6321	0.2363	0.1316
k141_298227	0.1664	0.2391	0.5945
k141_205223	0.9289	0.0536	0.0175
k141_343466	0.8611	0.1019	0.0370
k141_65463	0.6361	0.3106	0.0533
k141_111337	0.8855	0.0750	0.0396
k141_159174	0.7642	0.2008	0.0351
k141_19708	0.1085	0.0329	0.8586
k141_205225	0.6558	0.1970	0.1473
k141_159175	0.9575	0.0308	0.0117
k141_159176	0.1072	0.1197	0.7731
k141_251756	0.2352	0.5446	0.2201
k141_111343	0.7078	0.1597	0.1325
k141_298240	0.1365	0.7086	0.1549
k141_19721	0.4012	0.2393	0.3594
k141_343482	0.2820	0.3904	0.3276
k141_111346	0.6444	0.2967	0.0588
k141_159185	0.9705	0.0208	0.0087
k141_298243	0.3823	0.3205	0.2972
k141_65478	0.5574	0.3757	0.0668
k141_205241	0.4754	0.3716	0.1530
k141_19725	0.6421	0.2718	0.0862
k141_111347	0.6564	0.2846	0.0589
k141_159187	0.1576	0.1552	0.6872
k141_65479	0.5432	0.2236	0.2332
k141_205244	0.1386	0.1151	0.7464
k141_111351	0.5374	0.2443	0.2183
k141_205246	0.6311	0.3225	0.0464
k141_343487	0.7473	0.2172	0.0356
k141_111354	0.5030	0.4331	0.0639
k141_343489	0.3724	0.4035	0.2241
k141_111355	0.7963	0.1059	0.0979
k141_159199	0.6748	0.1757	0.1494
k141_19736	0.8751	0.0862	0.0386
k141_343491	0.1384	0.7027	0.1589
k141_19737	0.1648	0.1576	0.6776
k141_251764	0.1336	0.7720	0.0944
k141_205250	0.5998	0.2907	0.1096
k141_343493	0.3553	0.3023	0.3424
k141_111358	0.9550	0.0337	0.0113
k141_159205	0.8474	0.1302	0.0224
k141_298256	0.9472	0.0414	0.0114
k141_19743	0.0999	0.1048	0.7953
k141_65498	0.0821	0.8060	0.1119
k141_251768	0.3083	0.4473	0.2444
k141_298259	0.9321	0.0434	0.0245
k141_19747	0.6470	0.2779	0.0751
k141_65503	0.5740	0.2505	0.1755
k141_205262	0.0101	0.0155	0.9744
k141_65504	0.7429	0.1598	0.0973
k141_298263	0.6684	0.1557	0.1759
k141_111369	0.3546	0.4461	0.1993
k141_298264	0.0048	0.9925	0.0027
k141_251778	0.1557	0.1470	0.6972
k141_343510	0.5188	0.2747	0.2066
k141_65506	0.8852	0.0918	0.0230
k141_19751	0.9060	0.0668	0.0272
k141_343511	0.8552	0.1126	0.0322
k141_19752	0.8065	0.1423	0.0512
k141_205273	0.8971	0.0789	0.0240
k141_251783	0.3305	0.4809	0.1885
k141_19754	0.1967	0.6474	0.1560
k141_159230	0.2714	0.1489	0.5797
k141_65511	0.7544	0.1695	0.0761
k141_159233	0.4958	0.3002	0.2040
k141_111383	0.4412	0.1818	0.3770
k141_343517	0.7815	0.1678	0.0507
k141_205281	0.6046	0.2247	0.1707
k141_251787	0.1598	0.2184	0.6219
k141_298277	0.5949	0.3807	0.0243
k141_159235	0.6787	0.2196	0.1018
k141_111394	0.2972	0.4714	0.2314
k141_65526	0.0369	0.0374	0.9257
k141_298282	0.8031	0.1542	0.0427
k141_343523	0.9747	0.0178	0.0075
k141_205294	0.2366	0.1863	0.5771
k141_65527	0.4345	0.4530	0.1125
k141_343524	0.5119	0.4312	0.0570
k141_65528	0.5313	0.1805	0.2882
k141_343525	0.6935	0.1643	0.1422
k141_298291	0.7794	0.1473	0.0733
k141_19779	0.8973	0.0799	0.0228
k141_111401	0.1472	0.1902	0.6626
k141_251788	0.9431	0.0412	0.0157
k141_343527	0.6202	0.2213	0.1586
k141_65534	0.4493	0.3571	0.1935
k141_251790	0.2448	0.4853	0.2699
k141_111402	0.9324	0.0473	0.0203
k141_19786	0.9108	0.0611	0.0281
k141_205303	0.6492	0.2504	0.1004
k141_159236	0.8493	0.1179	0.0329
k141_65537	0.4948	0.3398	0.1654
k141_19787	0.6573	0.1821	0.1606
k141_111403	0.3320	0.5946	0.0734
k141_205304	0.6413	0.2314	0.1274
k141_19789	0.5823	0.2824	0.1352
k141_65543	0.0305	0.0266	0.9430
k141_343537	0.7211	0.1212	0.1578
k141_65544	0.2325	0.1284	0.6391
k141_19791	0.0536	0.8312	0.1153
k141_205309	0.4881	0.3605	0.1513
k141_159245	0.4979	0.4051	0.0970
k141_111414	0.3408	0.4318	0.2274
k141_159246	0.9091	0.0706	0.0202
k141_298315	0.8162	0.1394	0.0444
k141_159248	0.3364	0.4900	0.1736
k141_205312	0.8089	0.1416	0.0495
k141_298317	0.2001	0.1530	0.6469
k141_343549	0.9571	0.0335	0.0094
k141_65546	0.0350	0.8865	0.0784
k141_19796	0.4925	0.2033	0.3042
k141_159249	0.6398	0.3135	0.0468
k141_111419	0.7842	0.1453	0.0705
k141_343550	0.1296	0.1356	0.7348
k141_159252	0.3785	0.5216	0.1000
k141_251822	0.5932	0.2794	0.1274
k141_19798	0.0944	0.8280	0.0776
k141_205322	0.0583	0.7911	0.1506
k141_159253	0.5127	0.2673	0.2200
k141_111422	0.0041	0.9880	0.0080
k141_343554	0.8095	0.1624	0.0281
k141_251826	0.7425	0.2163	0.0411
k141_111423	0.6093	0.1695	0.2212
k141_205328	0.9729	0.0174	0.0097
k141_343555	0.3984	0.4183	0.1833
k141_298320	0.7309	0.2210	0.0481
k141_159254	0.9282	0.0516	0.0201
k141_19803	0.4973	0.4718	0.0308
k141_65563	0.1219	0.6559	0.2222
k141_19804	0.9457	0.0446	0.0096
k141_298324	0.9536	0.0336	0.0128
k141_159256	0.5842	0.2995	0.1163
k141_65564	0.6931	0.2772	0.0297
k141_343563	0.0136	0.0577	0.9287
k141_159257	0.2916	0.2156	0.4928
k141_65569	0.6085	0.2445	0.1470
k141_19816	0.7941	0.1508	0.0551
k141_298332	0.6291	0.2295	0.1414
k141_19819	0.2340	0.5163	0.2497
k141_159258	0.3130	0.5600	0.1270
k141_205343	0.2495	0.5746	0.1759
k141_65574	0.8768	0.0926	0.0307
k141_159259	0.2605	0.1050	0.6345
k141_251843	0.6411	0.2472	0.1117
k141_205345	0.6442	0.1597	0.1961
k141_19826	0.0565	0.5427	0.4007
k141_65583	0.3092	0.6156	0.0752
k141_19828	0.7987	0.1539	0.0474
k141_343571	0.9399	0.0454	0.0147
k141_251850	0.9176	0.0652	0.0171
k141_205346	0.4568	0.4728	0.0704
k141_65584	0.3130	0.5254	0.1616
k141_251852	0.1723	0.5935	0.2342
k141_111433	0.0067	0.0110	0.9823
k141_19834	0.0127	0.0203	0.9669
k141_298361	0.7757	0.1457	0.0786
k141_205353	0.6148	0.2489	0.1363
k141_65588	0.6651	0.2543	0.0806
k141_343578	0.6570	0.3034	0.0396
k141_111437	0.6892	0.1937	0.1171
k141_251856	0.4625	0.3345	0.2030
k141_111438	0.2146	0.3101	0.4752
k141_343582	0.7348	0.2240	0.0411
k141_251857	0.3673	0.4592	0.1734
k141_159288	0.0138	0.9595	0.0267
k141_251858	0.8443	0.1093	0.0464
k141_343583	0.6940	0.1830	0.1229
k141_205362	0.0689	0.8163	0.1148
k141_251859	0.9642	0.0245	0.0113
k141_111441	0.1390	0.8347	0.0262
k141_298370	0.5586	0.3009	0.1405
k141_159296	0.0194	0.0193	0.9613
k141_205366	0.1514	0.5895	0.2591
k141_343592	0.0987	0.8688	0.0325
k141_159297	0.0402	0.0377	0.9221
k141_19854	0.2027	0.6168	0.1805
k141_111443	0.5667	0.3125	0.1208
k141_251871	0.6825	0.2190	0.0986
k141_205370	0.7034	0.1941	0.1026
k141_111444	0.8083	0.1116	0.0801
k141_159300	0.3658	0.4914	0.1428
k141_205371	0.1283	0.2030	0.6687
k141_159304	0.6917	0.2063	0.1020
k141_298390	0.0211	0.9556	0.0233
k141_205374	0.9213	0.0527	0.0260
k141_65598	0.9219	0.0611	0.0170
k141_19870	0.9428	0.0427	0.0145
k141_343599	0.0418	0.9301	0.0281
k141_159305	0.7904	0.1300	0.0796
k141_251879	0.5714	0.2503	0.1783
k141_205378	0.5664	0.3050	0.1286
k141_159311	0.8817	0.0845	0.0338
k141_343602	0.1021	0.5687	0.3292
k141_19877	0.1543	0.6603	0.1854
k141_111454	0.8296	0.1119	0.0585
k141_343603	0.1095	0.2220	0.6685
k141_298404	0.8061	0.1519	0.0420
k141_251885	0.6151	0.2732	0.1117
k141_205390	0.3536	0.3553	0.2911
k141_298409	0.2274	0.4132	0.3594
k141_251888	0.9406	0.0377	0.0218
k141_19879	0.6245	0.3108	0.0647
k141_65623	0.9361	0.0483	0.0156
k141_205394	0.5218	0.1562	0.3220
k141_298415	0.5709	0.1753	0.2538
k141_159326	0.9528	0.0316	0.0156
k141_111471	0.6846	0.2664	0.0490
k141_251892	0.4409	0.3504	0.2087
k141_343622	0.9635	0.0259	0.0106
k141_111472	0.7408	0.1712	0.0880
k141_65625	0.6466	0.2293	0.1242
k141_205400	0.7267	0.1566	0.1167
k141_19890	0.0445	0.8899	0.0656
k141_65631	0.4563	0.2279	0.3158
k141_251899	0.6280	0.2830	0.0890
k141_298422	0.0291	0.0549	0.9160
k141_205405	0.8817	0.0776	0.0407
k141_298423	0.2239	0.5123	0.2638
k141_251901	0.0136	0.9796	0.0068
k141_111485	0.0381	0.3323	0.6296
k141_65634	0.0338	0.0730	0.8933
k141_298425	0.1379	0.1508	0.7113
k141_159348	0.3620	0.5081	0.1298
k141_251902	0.7919	0.1673	0.0408
k141_205412	0.3839	0.4605	0.1557
k141_19899	0.2597	0.5837	0.1566
k141_251904	0.6298	0.1609	0.2092
k141_298427	0.1107	0.6082	0.2811
k141_65635	0.7841	0.1705	0.0454
k141_111492	0.9190	0.0614	0.0196
k141_159355	0.7747	0.1958	0.0295
k141_343644	0.7873	0.0920	0.1207
k141_205417	0.2866	0.5830	0.1303
k141_19907	0.3786	0.3742	0.2472
k141_159356	0.2055	0.7128	0.0817
k141_298438	0.1557	0.3478	0.4965
k141_159357	0.9037	0.0855	0.0108
k141_251917	0.7088	0.2220	0.0692
k141_19914	0.0718	0.8830	0.0452
k141_298442	0.1151	0.6906	0.1943
k141_205425	0.7857	0.1688	0.0455
k141_251920	0.6263	0.1817	0.1920
k141_111501	0.7710	0.1775	0.0515
k141_159365	0.9270	0.0520	0.0209
k141_343657	0.0416	0.1158	0.8426
k141_205426	0.9636	0.0259	0.0105
k141_159368	0.7756	0.1432	0.0812
k141_251925	0.9118	0.0654	0.0228
k141_343658	0.4244	0.4786	0.0971
k141_159375	0.7154	0.2325	0.0521
k141_205429	0.2033	0.5625	0.2341
k141_19932	0.0425	0.0532	0.9044
k141_159376	0.8263	0.0919	0.0818
k141_298452	0.2581	0.5513	0.1906
k141_65674	0.6947	0.2021	0.1032
k141_159385	0.7862	0.1959	0.0179
k141_19934	0.3790	0.2857	0.3353
k141_65678	0.6615	0.2998	0.0387
k141_205443	0.2183	0.1925	0.5892
k141_251945	0.3982	0.2474	0.3545
k141_205446	0.9434	0.0414	0.0152
k141_19938	0.5090	0.3211	0.1699
k141_159386	0.0081	0.0190	0.9729
k141_343684	0.7554	0.1570	0.0875
k141_251948	0.0620	0.7799	0.1581
k141_251949	0.5729	0.3725	0.0546
k141_65688	0.8964	0.0795	0.0241
k141_343687	0.0602	0.9288	0.0110
k141_205451	0.1667	0.6668	0.1665
k141_159394	0.1757	0.3876	0.4367
k141_65689	0.8738	0.0981	0.0280
k141_298470	0.9381	0.0457	0.0162
k141_251955	0.6800	0.2644	0.0556
k141_343692	0.5791	0.2195	0.2013
k141_65691	0.0949	0.0937	0.8113
k141_251957	0.7234	0.1454	0.1313
k141_19947	0.8347	0.1032	0.0621
k141_159396	0.0348	0.0737	0.8915
k141_298471	0.7179	0.2114	0.0707
k141_65693	0.0553	0.0268	0.9179
k141_111529	0.7531	0.1824	0.0645
k141_298474	0.8618	0.1109	0.0273
k141_111532	0.9678	0.0212	0.0110
k141_65699	0.1188	0.3629	0.5184
k141_111533	0.0565	0.8429	0.1006
k141_343703	0.2540	0.6421	0.1039
k141_159411	0.7605	0.1688	0.0707
k141_205474	0.3152	0.3362	0.3486
k141_111535	0.8016	0.1403	0.0582
k141_19949	0.8727	0.1001	0.0272
k141_343706	0.1035	0.6896	0.2069
k141_298486	0.6892	0.2218	0.0890
k141_159414	0.4558	0.5144	0.0298
k141_251981	0.6381	0.2410	0.1209
k141_343707	0.3703	0.1333	0.4963
k141_19952	0.8866	0.0875	0.0259
k141_205475	0.9664	0.0234	0.0102
k141_65707	0.8353	0.0996	0.0650
k141_298489	0.7326	0.1688	0.0985
k141_251989	0.4775	0.3562	0.1663
k141_19959	0.4394	0.3175	0.2431
k141_111539	0.9417	0.0413	0.0170
