seq_name	chromosome_score	plasmid_score	virus_score
k141_113078	0.6530	0.2265	0.1205
k141_463861	0.9539	0.0313	0.0148
k141_113080	0.1302	0.5560	0.3138
k141_43238	0.9761	0.0167	0.0072
k141_113083	0.6423	0.2071	0.1506
k141_463863	0.7974	0.1567	0.0459
k141_324061	0.8026	0.1310	0.0663
k141_391995	0.9652	0.0230	0.0118
k141_254384	0.6316	0.2066	0.1618
k141_185411	0.9614	0.0274	0.0112
k141_324064	0.2857	0.3159	0.3983
k141_254385	0.9102	0.0768	0.0130
k141_43240	0.7190	0.1758	0.1052
k141_185412	0.9353	0.0429	0.0219
k141_254387	0.2340	0.5548	0.2112
k141_463868	0.9320	0.0467	0.0213
k141_324067	0.9366	0.0448	0.0187
k141_391999	0.7958	0.1270	0.0772
k141_254388	0.8496	0.1180	0.0324
k141_392000	0.4493	0.1808	0.3699
k141_185416	0.5632	0.2883	0.1485
k141_324070	0.9028	0.0801	0.0171
k141_43241	0.9544	0.0331	0.0125
k141_43242	0.3291	0.3701	0.3008
k141_185417	0.6493	0.2204	0.1303
k141_463870	0.5816	0.3372	0.0812
k141_185418	0.4644	0.3608	0.1748
k141_463871	0.9404	0.0478	0.0118
k141_113085	0.8986	0.0748	0.0266
k141_392005	0.8101	0.1355	0.0544
k141_463873	0.7419	0.1877	0.0705
k141_254393	0.9321	0.0496	0.0183
k141_43246	0.7210	0.2054	0.0736
k141_392006	0.7444	0.1101	0.1455
k141_324080	0.6573	0.3070	0.0357
k141_463874	0.9816	0.0135	0.0049
k141_43247	0.7450	0.1615	0.0934
k141_324081	0.8199	0.1568	0.0234
k141_113089	0.1977	0.0892	0.7131
k141_185426	0.7463	0.1233	0.1304
k141_324082	0.8730	0.0934	0.0336
k141_254394	0.9630	0.0258	0.0113
k141_185427	0.9412	0.0405	0.0183
k141_463876	0.9107	0.0643	0.0249
k141_43249	0.9513	0.0327	0.0160
k141_324085	0.1356	0.4907	0.3736
k141_185430	0.1222	0.7302	0.1477
k141_113090	0.9825	0.0125	0.0050
k141_113091	0.5092	0.2834	0.2074
k141_185432	0.1466	0.6843	0.1692
k141_463884	0.6923	0.1773	0.1304
k141_324086	0.8918	0.0865	0.0217
k141_113094	0.3106	0.2341	0.4553
k141_254404	0.5009	0.3702	0.1289
k141_324088	0.9618	0.0293	0.0090
k141_113095	0.0875	0.2871	0.6254
k141_392011	0.9739	0.0186	0.0074
k141_254407	0.7279	0.1547	0.1174
k141_43252	0.9840	0.0115	0.0045
k141_113100	0.8584	0.1150	0.0266
k141_463888	0.9774	0.0159	0.0068
k141_324096	0.3799	0.4543	0.1657
k141_463889	0.9473	0.0374	0.0152
k141_254411	0.8557	0.1175	0.0268
k141_324097	0.1535	0.1565	0.6900
k141_254413	0.5815	0.3178	0.1007
k141_324098	0.7179	0.1466	0.1355
k141_463893	0.8423	0.1302	0.0274
k141_113108	0.7564	0.1632	0.0804
k141_463894	0.5508	0.3030	0.1462
k141_254414	0.3645	0.5736	0.0619
k141_534486	0.9672	0.0230	0.0098
k141_392028	0.4960	0.3295	0.1745
k141_43264	0.1854	0.6168	0.1978
k141_534489	0.0032	0.9898	0.0071
k141_113113	0.2085	0.6073	0.1842
k141_463898	0.1392	0.1089	0.7519
k141_254415	0.9464	0.0379	0.0157
k141_185433	0.9367	0.0446	0.0187
k141_392033	0.0312	0.0553	0.9135
k141_534492	0.9133	0.0685	0.0182
k141_43266	0.9510	0.0312	0.0178
k141_534495	0.9610	0.0279	0.0110
k141_113117	0.9801	0.0147	0.0052
k141_534496	0.8103	0.1229	0.0668
k141_43274	0.8422	0.1099	0.0479
k141_324102	0.9537	0.0327	0.0136
k141_392035	0.5341	0.4070	0.0589
k141_534500	0.9165	0.0598	0.0236
k141_113123	0.8121	0.0899	0.0980
k141_254417	0.9426	0.0422	0.0152
k141_113124	0.2242	0.1612	0.6146
k141_534503	0.5590	0.3504	0.0907
k141_43281	0.9490	0.0361	0.0149
k141_113126	0.5562	0.2251	0.2187
k141_254419	0.2835	0.3494	0.3670
k141_324108	0.8329	0.1130	0.0540
k141_43282	0.7845	0.1353	0.0802
k141_185436	0.9239	0.0522	0.0238
k141_324110	0.9322	0.0507	0.0171
k141_113127	0.1714	0.3131	0.5155
k141_324111	0.8690	0.0913	0.0397
k141_534505	0.6708	0.2023	0.1269
k141_392044	0.8956	0.0727	0.0317
k141_113131	0.8531	0.0919	0.0550
k141_324114	0.4495	0.3507	0.1998
k141_392048	0.5748	0.1888	0.2365
k141_113132	0.5020	0.2015	0.2965
k141_254432	0.1258	0.6826	0.1916
k141_254433	0.3933	0.2751	0.3316
k141_43284	0.8600	0.1081	0.0320
k141_392050	0.7241	0.1724	0.1035
k141_254434	0.4838	0.4961	0.0201
k141_113135	0.0100	0.0205	0.9695
k141_185437	0.6165	0.3080	0.0755
k141_534507	0.8374	0.0960	0.0666
k141_392061	0.1852	0.1750	0.6398
k141_113139	0.0401	0.1267	0.8332
k141_254436	0.9613	0.0278	0.0109
k141_534511	0.3311	0.3075	0.3615
k141_254437	0.6215	0.1956	0.1830
k141_113140	0.7596	0.1579	0.0825
k141_324117	0.7599	0.2096	0.0305
k141_463906	0.8441	0.1158	0.0401
k141_534514	0.3864	0.2621	0.3515
k141_463908	0.9210	0.0546	0.0244
k141_324121	0.6856	0.2192	0.0952
k141_392064	0.0125	0.0140	0.9735
k141_254446	0.8540	0.1070	0.0390
k141_254447	0.6955	0.1483	0.1562
k141_324122	0.8059	0.0950	0.0991
k141_113150	0.6257	0.1969	0.1774
k141_463912	0.9181	0.0604	0.0215
k141_534515	0.7642	0.1667	0.0692
k141_185438	0.9655	0.0238	0.0107
k141_254448	0.6784	0.2178	0.1038
k141_534519	0.6974	0.1496	0.1530
k141_113151	0.7504	0.1532	0.0964
k141_324125	0.8998	0.0783	0.0220
k141_534521	0.3803	0.3242	0.2954
k141_392074	0.2339	0.2313	0.5348
k141_113153	0.0439	0.0364	0.9197
k141_534523	0.8566	0.0936	0.0498
k141_113155	0.7735	0.1151	0.1115
k141_185447	0.7840	0.1307	0.0853
k141_324130	0.9616	0.0319	0.0066
k141_534525	0.4784	0.4661	0.0555
k141_113156	0.8574	0.1136	0.0290
k141_254462	0.9175	0.0653	0.0172
k141_324135	0.3499	0.4582	0.1919
k141_534532	0.5812	0.3093	0.1094
k141_254465	0.3976	0.1556	0.4467
k141_534535	0.7341	0.1942	0.0717
k141_113157	0.9555	0.0313	0.0132
k141_254471	0.1400	0.5688	0.2912
k141_185452	0.9743	0.0189	0.0068
k141_185454	0.9347	0.0422	0.0231
k141_534536	0.9358	0.0420	0.0222
k141_185455	0.5642	0.2894	0.1464
k141_185456	0.3157	0.2157	0.4686
k141_254476	0.1658	0.0287	0.8055
k141_534540	0.8363	0.0942	0.0696
k141_324157	0.9367	0.0471	0.0162
k141_113164	0.6487	0.2001	0.1512
k141_254477	0.8383	0.1306	0.0311
k141_113165	0.4400	0.3187	0.2412
k141_185460	0.5411	0.2576	0.2013
k141_534541	0.3218	0.4613	0.2169
k141_534544	0.6602	0.1295	0.2103
k141_254482	0.5294	0.2560	0.2147
k141_324160	0.8795	0.0891	0.0314
k141_324161	0.6312	0.2040	0.1648
k141_185472	0.6244	0.2078	0.1679
k141_324162	0.7256	0.1750	0.0994
k141_113176	0.8066	0.0975	0.0959
k141_185474	0.7068	0.2007	0.0925
k141_324165	0.8365	0.1259	0.0376
k141_113178	0.6974	0.1495	0.1532
k141_254483	0.4335	0.5145	0.0520
k141_324167	0.6268	0.2241	0.1491
k141_185477	0.9709	0.0209	0.0082
k141_113180	0.6733	0.2320	0.0947
k141_324169	0.0417	0.0579	0.9004
k141_254488	0.8001	0.1272	0.0727
k141_534561	0.8091	0.0928	0.0982
k141_254490	0.3154	0.4732	0.2114
k141_324171	0.0174	0.0282	0.9544
k141_324173	0.2211	0.2031	0.5758
k141_185480	0.6939	0.2009	0.1052
k141_534565	0.0138	0.0265	0.9596
k141_463916	0.9498	0.0349	0.0154
k141_185481	0.6819	0.1439	0.1742
k141_324174	0.0596	0.1410	0.7994
k141_254492	0.9583	0.0300	0.0117
k141_324175	0.4264	0.4084	0.1652
k141_254493	0.7042	0.1697	0.1261
k141_534572	0.9251	0.0469	0.0280
k141_463924	0.5997	0.1876	0.2127
k141_534573	0.9000	0.0792	0.0208
k141_324177	0.8665	0.0900	0.0435
k141_392087	0.9684	0.0223	0.0093
k141_463927	0.1389	0.1826	0.6785
k141_185493	0.3338	0.5257	0.1405
k141_254499	0.9274	0.0640	0.0086
k141_185495	0.8950	0.0793	0.0257
k141_392090	0.7768	0.1362	0.0870
k141_534580	0.1365	0.7242	0.1393
k141_463933	0.9401	0.0440	0.0159
k141_185500	0.8796	0.0951	0.0253
k141_463934	0.5903	0.2884	0.1213
k141_185501	0.8385	0.0993	0.0622
k141_534584	0.8102	0.1141	0.0757
k141_324179	0.6898	0.2604	0.0498
k141_392091	0.7452	0.2013	0.0536
k141_324181	0.0154	0.0145	0.9701
k141_534586	0.6191	0.2598	0.1211
k141_185504	0.9391	0.0455	0.0155
k141_392092	0.6038	0.2155	0.1807
k141_324182	0.5535	0.2476	0.1989
k141_534587	0.9108	0.0644	0.0248
k141_463943	0.5252	0.2358	0.2390
k141_185506	0.2075	0.2306	0.5619
k141_463945	0.2618	0.3267	0.4115
k141_534589	0.7317	0.1715	0.0968
k141_324187	0.3487	0.4129	0.2383
k141_463946	0.8669	0.1042	0.0289
k141_392100	0.9158	0.0631	0.0211
k141_534590	0.7649	0.1953	0.0398
k141_324190	0.0274	0.0372	0.9353
k141_254501	0.9299	0.0531	0.0170
k141_185508	0.7630	0.1410	0.0960
k141_463949	0.6453	0.1853	0.1695
k141_185510	0.2287	0.3732	0.3980
k141_534592	0.1021	0.6569	0.2410
k141_113181	0.9592	0.0290	0.0118
k141_43285	0.9638	0.0257	0.0105
k141_324195	0.2449	0.7258	0.0293
k141_324196	0.6758	0.1842	0.1399
k141_392109	0.4943	0.3624	0.1432
k141_254510	0.1830	0.3833	0.4337
k141_534595	0.5887	0.1672	0.2441
k141_534596	0.5974	0.2777	0.1249
k141_185517	0.2854	0.4091	0.3054
k141_254513	0.7128	0.1758	0.1113
k141_324201	0.6556	0.2778	0.0666
k141_113188	0.5637	0.2294	0.2069
k141_534599	0.5263	0.1356	0.3381
k141_392116	0.6341	0.1653	0.2006
k141_254518	0.8008	0.1372	0.0620
k141_43290	0.8471	0.1132	0.0397
k141_534601	0.0283	0.2052	0.7665
k141_534602	0.4392	0.2397	0.3211
k141_185531	0.8726	0.0940	0.0334
k141_113199	0.2697	0.3767	0.3536
k141_43294	0.0623	0.3574	0.5803
k141_392125	0.7465	0.1955	0.0581
k141_534604	0.8606	0.0905	0.0489
k141_185532	0.9038	0.0690	0.0271
k141_185533	0.6808	0.1773	0.1418
k141_392126	0.3193	0.5073	0.1734
k141_324202	0.9190	0.0587	0.0223
k141_43297	0.3950	0.3232	0.2818
k141_254521	0.9643	0.0247	0.0111
k141_534605	0.8587	0.0849	0.0564
k141_185538	0.9632	0.0253	0.0115
k141_324204	0.8224	0.1306	0.0470
k141_113201	0.0416	0.2396	0.7188
k141_43300	0.4518	0.4762	0.0720
k141_534609	0.6356	0.1714	0.1929
k141_254528	0.9014	0.0727	0.0259
k141_43302	0.0823	0.2021	0.7155
k141_185540	0.9682	0.0226	0.0093
k141_534611	0.4927	0.2659	0.2414
k141_463955	0.9639	0.0255	0.0106
k141_324208	0.1181	0.1463	0.7356
k141_534612	0.5240	0.3696	0.1065
k141_185542	0.5125	0.2029	0.2846
k141_254532	0.9397	0.0379	0.0224
k141_324210	0.8974	0.0791	0.0235
k141_185545	0.0301	0.0259	0.9440
k141_392129	0.9601	0.0285	0.0115
k141_463961	0.4366	0.3576	0.2059
k141_43303	0.9391	0.0469	0.0139
k141_254533	0.9759	0.0171	0.0070
k141_324212	0.7989	0.1448	0.0564
k141_392130	0.1704	0.6905	0.1391
k141_392131	0.6130	0.1592	0.2278
k141_113204	0.9195	0.0573	0.0232
k141_185549	0.0496	0.0773	0.8731
k141_463967	0.9122	0.0686	0.0192
k141_392132	0.6859	0.1756	0.1385
k141_254534	0.9755	0.0171	0.0074
k141_113205	0.6803	0.1623	0.1574
k141_254535	0.9235	0.0550	0.0215
k141_113206	0.7980	0.1166	0.0854
k141_43305	0.9732	0.0187	0.0081
k141_534628	0.8616	0.0885	0.0499
k141_392140	0.7469	0.1348	0.1182
k141_534630	0.9028	0.0751	0.0220
k141_185557	0.3020	0.3644	0.3335
k141_254536	0.9418	0.0425	0.0157
k141_463969	0.7006	0.2253	0.0741
k141_392141	0.6643	0.2004	0.1353
k141_113213	0.2782	0.2223	0.4995
k141_463971	0.2115	0.3913	0.3972
k141_254537	0.2017	0.2192	0.5791
k141_324215	0.7197	0.2314	0.0488
k141_392145	0.4605	0.3220	0.2175
k141_185562	0.7337	0.2246	0.0417
k141_43312	0.9274	0.0536	0.0190
k141_324220	0.9068	0.0701	0.0232
k141_254543	0.9133	0.0699	0.0168
k141_43313	0.6256	0.1649	0.2095
k141_392148	0.7054	0.1754	0.1192
k141_463973	0.6328	0.2281	0.1391
k141_113221	0.9628	0.0272	0.0100
k141_43314	0.9752	0.0177	0.0071
k141_534636	0.7934	0.1061	0.1005
k141_185566	0.9647	0.0270	0.0083
k141_392150	0.8551	0.0865	0.0584
k141_43316	0.0429	0.2144	0.7427
k141_113222	0.7168	0.1389	0.1443
k141_324227	0.5374	0.2476	0.2150
k141_43317	0.9780	0.0160	0.0060
k141_463976	0.9292	0.0507	0.0201
k141_534637	0.7206	0.1418	0.1376
k141_324228	0.8082	0.0480	0.1438
k141_392152	0.8878	0.0756	0.0366
k141_185573	0.2517	0.1464	0.6019
k141_463977	0.5847	0.3230	0.0922
k141_113228	0.7517	0.1636	0.0847
k141_43319	0.6013	0.2316	0.1670
k141_324231	0.5525	0.1407	0.3068
k141_43320	0.0406	0.9441	0.0153
k141_392153	0.8935	0.0825	0.0239
k141_254548	0.1626	0.7891	0.0483
k141_43322	0.1298	0.1571	0.7131
k141_254549	0.7276	0.1953	0.0771
k141_43323	0.6423	0.2192	0.1385
k141_392158	0.8687	0.1134	0.0179
k141_185582	0.9220	0.0475	0.0305
k141_254550	0.2715	0.5297	0.1989
k141_463991	0.9156	0.0587	0.0257
k141_534652	0.7102	0.1212	0.1685
k141_113229	0.9716	0.0201	0.0082
k141_463994	0.6915	0.2187	0.0898
k141_185584	0.1264	0.6922	0.1814
k141_113230	0.3050	0.5556	0.1394
k141_534653	0.5021	0.3833	0.1146
k141_185585	0.1352	0.2558	0.6090
k141_254555	0.9303	0.0512	0.0185
k141_392169	0.7998	0.1164	0.0838
k141_324244	0.9456	0.0406	0.0138
k141_463999	0.2360	0.4823	0.2817
k141_324247	0.9233	0.0523	0.0243
k141_185588	0.9353	0.0480	0.0167
k141_113232	0.7088	0.2187	0.0725
k141_392176	0.1412	0.6256	0.2332
k141_43324	0.9503	0.0346	0.0151
k141_254563	0.0641	0.6134	0.3225
k141_534655	0.9654	0.0238	0.0108
k141_113234	0.3812	0.5361	0.0828
k141_324250	0.6431	0.1970	0.1599
k141_464007	0.8411	0.0937	0.0652
k141_392180	0.6873	0.2199	0.0928
k141_113236	0.4909	0.3626	0.1464
k141_324255	0.2106	0.5024	0.2870
k141_254567	0.9109	0.0686	0.0205
k141_43330	0.8508	0.1145	0.0346
k141_185596	0.7690	0.1670	0.0640
k141_464011	0.8725	0.0686	0.0589
k141_254569	0.7267	0.1475	0.1258
k141_324259	0.3904	0.2328	0.3769
k141_534659	0.1804	0.7169	0.1027
k141_43333	0.3341	0.4122	0.2537
k141_392189	0.7556	0.1284	0.1160
k141_464013	0.9721	0.0200	0.0079
k141_534665	0.9716	0.0203	0.0081
k141_392193	0.8563	0.1123	0.0314
k141_254581	0.9285	0.0537	0.0178
k141_324272	0.8378	0.1131	0.0492
k141_43341	0.0093	0.0146	0.9761
k141_43342	0.1061	0.7875	0.1064
k141_254582	0.9012	0.0682	0.0306
k141_464020	0.3707	0.4922	0.1371
k141_324274	0.8064	0.1774	0.0162
k141_392201	0.9199	0.0407	0.0394
k141_464025	0.8691	0.0976	0.0333
k141_43346	0.8383	0.1254	0.0362
k141_254583	0.8027	0.1407	0.0567
k141_464027	0.4373	0.3597	0.2030
k141_254584	0.7290	0.2066	0.0644
k141_43348	0.3010	0.4128	0.2862
k141_392204	0.2837	0.4239	0.2924
k141_43349	0.0672	0.1163	0.8165
k141_392205	0.7674	0.1482	0.0844
k141_464032	0.3043	0.3187	0.3770
k141_43351	0.7619	0.1355	0.1026
k141_324286	0.9489	0.0388	0.0123
k141_254585	0.6487	0.2229	0.1284
k141_534680	0.9393	0.0428	0.0179
k141_392207	0.6328	0.2859	0.0813
k141_324289	0.2568	0.2071	0.5361
k141_254588	0.5702	0.2997	0.1301
k141_392208	0.7944	0.1031	0.1025
k141_464039	0.0402	0.0631	0.8967
k141_43353	0.5872	0.3345	0.0783
k141_324290	0.5297	0.0891	0.3812
k141_43354	0.5688	0.3156	0.1156
k141_534689	0.5656	0.1576	0.2769
k141_392209	0.7325	0.1636	0.1039
k141_185605	0.9217	0.0574	0.0208
k141_43357	0.7293	0.1667	0.1040
k141_254592	0.9127	0.0691	0.0182
k141_324291	0.7458	0.1994	0.0548
k141_392212	0.7931	0.1053	0.1015
k141_113237	0.9716	0.0200	0.0084
k141_324292	0.1722	0.0961	0.7317
k141_185606	0.9136	0.0636	0.0228
k141_324293	0.9363	0.0482	0.0155
k141_254599	0.8382	0.1009	0.0609
k141_392213	0.2828	0.6812	0.0360
k141_534692	0.4924	0.4473	0.0604
k141_113239	0.7314	0.2136	0.0550
k141_324295	0.8276	0.1147	0.0577
k141_185610	0.7423	0.1397	0.1179
k141_534693	0.3703	0.2957	0.3341
k141_324298	0.3964	0.4392	0.1644
k141_185614	0.9115	0.0549	0.0336
k141_254606	0.3852	0.1501	0.4647
k141_43374	0.2311	0.4526	0.3163
k141_392214	0.9781	0.0157	0.0062
k141_464040	0.9795	0.0146	0.0059
k141_185617	0.0989	0.7433	0.1578
k141_254609	0.7607	0.1513	0.0880
k141_392218	0.1694	0.1992	0.6314
k141_43380	0.3664	0.4096	0.2241
k141_534695	0.2591	0.3217	0.4192
k141_43381	0.9567	0.0300	0.0132
k141_185623	0.3592	0.2940	0.3467
k141_392219	0.2959	0.4787	0.2254
k141_43383	0.2244	0.1782	0.5974
k141_464051	0.9409	0.0440	0.0152
k141_185626	0.6655	0.2049	0.1296
k141_392222	0.9246	0.0468	0.0286
k141_113245	0.8974	0.0759	0.0267
k141_464053	0.4044	0.4356	0.1599
k141_113249	0.9084	0.0597	0.0320
k141_43385	0.5135	0.2255	0.2610
k141_185633	0.3859	0.2110	0.4031
k141_534701	0.8981	0.0833	0.0186
k141_464059	0.8276	0.1336	0.0388
k141_185639	0.6632	0.1745	0.1623
k141_534706	0.9500	0.0371	0.0129
k141_43389	0.0454	0.7022	0.2524
k141_464065	0.4474	0.3099	0.2427
k141_185644	0.9461	0.0406	0.0133
k141_534707	0.6981	0.1927	0.1092
k141_324306	0.9181	0.0599	0.0221
k141_392236	0.3351	0.5667	0.0981
k141_113260	0.9675	0.0230	0.0095
k141_534708	0.7866	0.1476	0.0659
k141_43392	0.4618	0.3820	0.1562
k141_534709	0.2204	0.3032	0.4764
k141_324309	0.0640	0.0607	0.8753
k141_392240	0.8505	0.0989	0.0507
k141_185648	0.0896	0.1063	0.8041
k141_324310	0.4611	0.1327	0.4062
k141_534711	0.5638	0.3012	0.1349
k141_464072	0.4923	0.1774	0.3303
k141_43395	0.4326	0.1374	0.4299
k141_392241	0.0086	0.0190	0.9724
k141_113267	0.9374	0.0497	0.0129
k141_113270	0.9327	0.0503	0.0170
k141_392243	0.6757	0.2281	0.0962
k141_534716	0.9177	0.0729	0.0094
k141_324315	0.6797	0.1913	0.1290
k141_254611	0.9013	0.0747	0.0239
k141_185656	0.0882	0.7873	0.1245
k141_113273	0.3154	0.4008	0.2838
k141_464074	0.9096	0.0668	0.0236
k141_324317	0.4689	0.3579	0.1732
k141_392249	0.2740	0.2053	0.5206
k141_534717	0.8505	0.1176	0.0318
k141_464076	0.7388	0.1445	0.1167
k141_254616	0.1877	0.2910	0.5213
k141_324318	0.4186	0.2306	0.3508
k141_392252	0.0373	0.0336	0.9291
k141_185661	0.6717	0.2575	0.0708
k141_324320	0.8904	0.0884	0.0212
k141_43412	0.0632	0.3295	0.6074
k141_254622	0.6375	0.2264	0.1361
k141_464084	0.2004	0.5397	0.2599
k141_392255	0.6462	0.2951	0.0587
k141_534723	0.7524	0.1324	0.1152
k141_254623	0.8019	0.1400	0.0581
k141_392259	0.5671	0.2760	0.1569
k141_464086	0.7244	0.1739	0.1017
k141_254625	0.6219	0.2454	0.1327
k141_43415	0.2503	0.3225	0.4272
k141_185664	0.0150	0.0445	0.9405
k141_324326	0.7404	0.1525	0.1071
k141_43416	0.9432	0.0376	0.0193
k141_464087	0.2249	0.4544	0.3207
k141_185670	0.7222	0.1645	0.1133
k141_43418	0.7565	0.1559	0.0876
k141_534726	0.3291	0.4295	0.2414
k141_324329	0.9385	0.0474	0.0141
k141_392266	0.7741	0.1106	0.1153
k141_43422	0.3725	0.4850	0.1425
k141_324330	0.8249	0.1075	0.0677
k141_534728	0.9608	0.0273	0.0119
k141_185675	0.8950	0.0732	0.0318
k141_464089	0.8987	0.0811	0.0202
k141_43424	0.5196	0.4419	0.0385
k141_254630	0.7178	0.1386	0.1436
k141_324333	0.9288	0.0532	0.0179
k141_392275	0.6721	0.1713	0.1566
k141_254632	0.8975	0.0701	0.0324
k141_185684	0.2514	0.2905	0.4581
k141_534737	0.6965	0.1388	0.1646
k141_324337	0.2750	0.1685	0.5565
k141_254634	0.9611	0.0265	0.0124
k141_392280	0.4360	0.4261	0.1379
k141_324340	0.9361	0.0477	0.0162
k141_392281	0.6471	0.1958	0.1571
k141_464094	0.9667	0.0242	0.0091
k141_43433	0.7723	0.1401	0.0876
k141_324341	0.6986	0.1538	0.1476
k141_254637	0.8501	0.1261	0.0238
k141_534745	0.7431	0.1744	0.0825
k141_324344	0.5227	0.3038	0.1734
k141_534746	0.6926	0.2055	0.1019
k141_185689	0.8694	0.0810	0.0497
k141_254641	0.3043	0.2057	0.4900
k141_534748	0.8503	0.1065	0.0433
k141_464103	0.4175	0.2641	0.3184
k141_113278	0.9721	0.0191	0.0088
k141_534749	0.2107	0.6554	0.1339
k141_254646	0.2082	0.1633	0.6284
k141_43444	0.9369	0.0413	0.0217
k141_254649	0.9156	0.0621	0.0223
k141_254650	0.5956	0.1918	0.2127
k141_43448	0.3179	0.3524	0.3297
k141_113285	0.4895	0.3961	0.1144
k141_185699	0.8611	0.0892	0.0497
k141_113287	0.0161	0.0257	0.9581
k141_392288	0.9369	0.0495	0.0137
k141_43449	0.3723	0.2449	0.3828
k141_113292	0.3693	0.5443	0.0864
k141_43452	0.7131	0.2316	0.0553
k141_113298	0.4276	0.4253	0.1470
k141_392295	0.8748	0.1003	0.0249
k141_464107	0.9557	0.0320	0.0123
k141_43454	0.1924	0.3099	0.4978
k141_113304	0.9135	0.0597	0.0268
k141_464109	0.3167	0.3030	0.3803
k141_43457	0.5768	0.2638	0.1594
k141_392303	0.1241	0.4266	0.4493
k141_324361	0.9762	0.0167	0.0071
k141_43460	0.4835	0.1959	0.3206
k141_392305	0.9452	0.0430	0.0118
k141_43462	0.4727	0.3421	0.1852
k141_113311	0.7560	0.1031	0.1409
k141_324362	0.3904	0.3583	0.2514
k141_113315	0.5273	0.2577	0.2149
k141_392307	0.9828	0.0127	0.0045
k141_113316	0.1167	0.7409	0.1424
k141_185703	0.0057	0.9861	0.0082
k141_392309	0.6704	0.2163	0.1133
k141_43469	0.9381	0.0400	0.0219
k141_113320	0.7482	0.1478	0.1040
k141_392312	0.3515	0.1880	0.4605
k141_185704	0.9727	0.0192	0.0081
k141_392313	0.8989	0.0576	0.0435
k141_185705	0.7736	0.1215	0.1049
k141_392315	0.1576	0.1634	0.6790
k141_113324	0.8476	0.1124	0.0400
k141_113326	0.8687	0.0874	0.0439
k141_392317	0.0302	0.0194	0.9503
k141_43473	0.9428	0.0457	0.0115
k141_324363	0.3463	0.5718	0.0819
k141_185714	0.9252	0.0528	0.0220
k141_185715	0.6792	0.1750	0.1457
k141_392318	0.7463	0.1638	0.0899
k141_113333	0.8485	0.0956	0.0559
k141_464111	0.9335	0.0497	0.0168
k141_43474	0.8144	0.1399	0.0457
k141_392320	0.9504	0.0372	0.0124
k141_324368	0.7211	0.1559	0.1230
k141_113335	0.9547	0.0333	0.0120
k141_43475	0.9434	0.0350	0.0215
k141_113342	0.8982	0.0761	0.0257
k141_43482	0.6405	0.1644	0.1950
k141_324382	0.7181	0.1373	0.1446
k141_43486	0.5731	0.2431	0.1838
k141_392323	0.9441	0.0394	0.0164
k141_392324	0.9499	0.0323	0.0177
k141_324387	0.8882	0.0789	0.0329
k141_464119	0.1152	0.1141	0.7707
k141_324389	0.9203	0.0644	0.0153
k141_185724	0.9463	0.0360	0.0177
k141_464123	0.3331	0.5180	0.1489
k141_324391	0.7611	0.1558	0.0831
k141_392330	0.5531	0.2528	0.1941
k141_464124	0.2148	0.1418	0.6435
k141_324392	0.9638	0.0258	0.0104
k141_534756	0.9743	0.0180	0.0078
k141_464125	0.0815	0.0311	0.8874
k141_392334	0.7346	0.1365	0.1290
k141_324394	0.8931	0.0715	0.0353
k141_534757	0.1129	0.0984	0.7887
k141_392336	0.2409	0.2659	0.4933
k141_185728	0.4784	0.2468	0.2748
k141_464128	0.2014	0.4537	0.3449
k141_534759	0.7083	0.1307	0.1609
k141_43498	0.8722	0.1000	0.0279
k141_464130	0.5205	0.3382	0.1413
k141_185730	0.3932	0.2348	0.3720
k141_43500	0.7909	0.1232	0.0859
k141_534761	0.6369	0.1584	0.2048
k141_185732	0.5115	0.2775	0.2110
k141_324395	0.9313	0.0499	0.0187
k141_185735	0.9287	0.0525	0.0188
k141_43511	0.4452	0.3293	0.2255
k141_464140	0.0114	0.0269	0.9617
k141_185738	0.2348	0.1865	0.5786
k141_534776	0.9576	0.0279	0.0145
k141_464147	0.1749	0.2093	0.6158
k141_43520	0.9815	0.0144	0.0041
k141_464150	0.7726	0.1526	0.0748
k141_43526	0.0219	0.0377	0.9404
k141_254651	0.9127	0.0623	0.0250
k141_392338	0.9637	0.0247	0.0117
k141_464151	0.6951	0.1924	0.1125
k141_185742	0.9547	0.0311	0.0142
k141_43530	0.6900	0.2082	0.1018
k141_392342	0.6434	0.1470	0.2096
k141_185744	0.4322	0.1769	0.3909
k141_254657	0.6893	0.2769	0.0338
k141_185745	0.0538	0.2141	0.7321
k141_534781	0.6909	0.2563	0.0528
k141_464158	0.1355	0.1134	0.7510
k141_392346	0.0609	0.0582	0.8809
k141_392348	0.4696	0.3532	0.1772
k141_534783	0.3773	0.4909	0.1318
k141_254665	0.9528	0.0327	0.0145
k141_185751	0.4055	0.4380	0.1565
k141_464163	0.9328	0.0521	0.0151
k141_534784	0.9402	0.0436	0.0161
k141_113343	0.9764	0.0166	0.0070
k141_185752	0.9413	0.0481	0.0106
k141_43541	0.0113	0.0195	0.9692
k141_534785	0.0513	0.0710	0.8777
k141_254672	0.0739	0.0747	0.8515
k141_464165	0.8368	0.1259	0.0373
k141_534786	0.8156	0.1378	0.0466
k141_43542	0.0158	0.0441	0.9401
k141_185755	0.0033	0.9891	0.0075
k141_113344	0.5669	0.3860	0.0471
k141_534789	0.4284	0.3080	0.2636
k141_254676	0.3776	0.3704	0.2519
k141_113347	0.6177	0.2824	0.0999
k141_392359	0.9398	0.0460	0.0141
k141_534790	0.0293	0.0502	0.9205
